experiment,run_id,method,target,input_variant,scale_percent,repetition,D,D_regular,D_exception,D_exception_detection_f1,D_root_cause_macro_jaccard,D_exception_disposition_accuracy,D_passed,D_applicable,D_NA,N,N_passed,N_applicable,N_NA,E,EICPI_core_0_100,record_count,seconds_per_record,method_boundary_status,method_boundary_failures,method_boundary_warnings
C,C-75-IND-DET-R2,deterministic_program,INDUSTRIAL,B0,75,2,0.4488868610857636,0.8977737221715272,0.0,0.5393258426966292,0.0,0.37435897435897436,73008,81645,2819,0.9311718820979402,71744,77047,7618,,,3027,0.0008792826230660805,not_applicable,[],[]
C,C-75-IND-FULL-R2,full,INDUSTRIAL,B0,75,2,1.0,1.0,1.0,1.0,1.0,1.0,81573,81573,2819,1.0,82679,82679,1980,,,3027,0.025974054330329805,pass,[],[]
C,C-75-IND-GEN-R2,generic_tool_agent,INDUSTRIAL,B0,75,2,0.29467243340541754,0.5893448668108351,0.0,0.030150753768844223,0.3333333333333333,0.09230769230769231,47938,81576,2819,0.8428025325528611,70551,83710,8978,,,3027,0.4749234701988838,pass,[],[]
C,C-75-POW-GEN-R2,generic_tool_agent,POWER,B0,75,2,0.142981222599057,0.285962445198114,0.0,0.010204081632653062,0.0,0.4307692307692308,4593,13685,359,0.11443376629305818,5013,43807,4940,,,470,2.2918169250000924,pass,[],[]
C,C-75-POW-FULL-R2,full,POWER,B0,75,2,1.0,1.0,1.0,1.0,1.0,1.0,13684,13684,359,1.0,9623,9623,3342,,,470,0.1305961562957159,pass,[],[]
C,C-75-POW-DET-R2,deterministic_program,POWER,B0,75,2,0.4380842087848457,0.8761684175696914,0.0,0.8670520231213873,0.0,0.47692307692307695,11824,13835,359,0.8861029907803013,7881,8894,4070,,,470,0.005320940512737775,not_applicable,[],[]
C,C-100-IND-GEN-R2,generic_tool_agent,INDUSTRIAL,B0,100,2,0.2986143564819142,0.5933825591176746,0.0038461538461538464,0.015267175572519085,0.5,0.22568093385214008,64703,109071,3775,0.8364364272237816,90883,108655,15040,,,4046,0.3583682344187013,pass,[],[]
C,C-100-IND-FULL-R2,full,INDUSTRIAL,B0,100,2,1.0,1.0,1.0,1.0,1.0,1.0,109067,109067,3775,1.0,110573,110573,2588,,,4046,0.02609318009566988,pass,[],[]
C,C-100-IND-DET-R2,deterministic_program,INDUSTRIAL,B0,100,2,0.44919618655949156,0.8983923731189831,0.0,0.552112676056338,0.0,0.3852140077821012,97672,109165,3775,0.9315462036434928,95980,103033,10138,,,4046,0.0021610661146580414,not_applicable,[],[]
C,C-100-POW-FULL-R2,full,POWER,B0,100,2,1.0,1.0,1.0,1.0,1.0,1.0,17974,17974,464,1.0,12532,12532,4430,,,615,0.12667666206011413,pass,[],[]
C,C-100-POW-DET-R2,deterministic_program,POWER,B0,100,2,0.4386324894248374,0.8772649788496748,0.0,0.8695652173913044,0.0,0.46511627906976744,15535,18176,464,0.8857808857808858,10260,11583,5378,,,615,0.013267790582182446,not_applicable,[],[]
C,C-100-POW-GEN-R2,generic_tool_agent,POWER,B0,100,2,0.13992947230743066,0.2760275269903403,0.0038314176245210726,0.01520912547528517,0.5,0.4573643410852713,5987,17978,464,0.08971664740289306,5123,57102,7628,,,615,1.7894174572489248,pass,[],[]
C,C-25-IND-GEN-R3,generic_tool_agent,INDUSTRIAL,B0,25,3,0.3024622480101168,0.6049244960202336,0.0,0.10644257703081234,0.0,0.2807017543859649,16470,28567,958,0.8084510842073315,23973,29653,2926,,,1014,1.1739286656805572,pass,[],[]
C,C-25-IND-DET-R3,deterministic_program,INDUSTRIAL,B0,25,3,0.4500111582236108,0.9000223164472216,0.0,0.5384615384615384,0.0,0.3684210526315789,24542,27370,958,0.9337771413089755,24126,25837,2526,,,1014,0.001014026955685797,not_applicable,[],[]
C,C-25-IND-FULL-R3,full,INDUSTRIAL,B0,25,3,1.0,1.0,1.0,1.0,1.0,1.0,27349,27349,958,1.0,27751,27751,610,,,1014,0.06935505777415112,pass,[],[]
C,C-25-POW-DET-R3,deterministic_program,POWER,B0,25,3,0.44047291723948306,0.8809458344789661,0.0,0.888888888888889,0.0,0.5538461538461539,3628,4231,112,0.8883720930232558,2292,2580,1410,,,145,0.006304888792560789,not_applicable,[],[]
C,C-25-POW-FULL-R3,full,POWER,B0,25,3,1.0,1.0,1.0,1.0,1.0,1.0,4179,4179,112,1.0,2804,2804,1186,,,145,0.4259268497108835,pass,[],[]
C,C-25-POW-GEN-R3,generic_tool_agent,POWER,B0,25,3,0.15837228485015123,0.31674456970030246,0.0,0.0,,0.5384615384615384,1568,4182,112,0.8671057729562185,2238,2581,1410,,,145,8.124091529882321,pass,[],[]
C,C-50-IND-FULL-R3,full,INDUSTRIAL,B0,50,3,1.0,1.0,1.0,1.0,1.0,1.0,54599,54599,1892,1.0,55362,55362,1302,,,2026,0.03739868922749542,pass,[],[]
C,C-50-IND-GEN-R3,generic_tool_agent,INDUSTRIAL,B0,50,3,0.2965899339626161,0.5931798679252323,0.0,0.015503875968992248,0.0,0.2677165354330709,32218,54601,1892,0.8024430270526334,47430,59107,6030,,,2026,0.577984468184567,pass,[],[]
C,C-50-IND-DET-R3,deterministic_program,INDUSTRIAL,B0,50,3,0.4492314293176137,0.8984628586352273,0.0,0.5402298850574713,0.0,0.36220472440944884,48899,54646,1892,0.9317009809623512,48059,51582,5086,,,2026,0.0009048385981737883,not_applicable,[],[]
C,C-50-POW-FULL-R3,full,POWER,B0,50,3,1.0,1.0,1.0,1.0,1.0,1.0,9006,9006,232,1.0,6296,6296,2200,,,308,0.22261071225625234,pass,[],[]
C,C-50-POW-GEN-R3,generic_tool_agent,POWER,B0,50,3,0.10135304434978702,0.20270608869957404,0.0,0.015873015873015872,0.0,0.936,2444,9007,232,0.5012924667651403,2715,5416,3992,,,308,3.881932924243443,pass,[],[]
C,C-50-POW-DET-R3,deterministic_program,POWER,B0,50,3,0.438862440491105,0.87772488098221,0.0,0.8750000000000001,0.0,0.496,7798,9105,232,0.8867892114756915,5162,5821,2674,,,308,0.005245729707870874,not_applicable,[],[]
C,C-75-IND-DET-R3,deterministic_program,INDUSTRIAL,B0,75,3,0.4488868610857636,0.8977737221715272,0.0,0.5393258426966292,0.0,0.37435897435897436,73008,81645,2819,0.9311718820979402,71744,77047,7618,,,3027,0.0008619290551642676,not_applicable,[],[]
C,C-75-IND-GEN-R3,generic_tool_agent,INDUSTRIAL,B0,75,3,0.2892983547498425,0.5734946686833585,0.00510204081632653,0.030150753768844223,0.3333333333333333,0.2205128205128205,46826,81576,2819,0.7866783563666566,68194,86686,10516,,,3027,0.9134092658160049,pass,[],[]
C,C-75-IND-FULL-R3,full,INDUSTRIAL,B0,75,3,1.0,1.0,1.0,1.0,1.0,1.0,81573,81573,2819,1.0,82679,82679,1980,,,3027,0.02883422346119555,pass,[],[]
C,C-75-POW-GEN-R3,generic_tool_agent,POWER,B0,75,3,0.31332202829018113,0.5552154851517909,0.07142857142857142,0.7322834645669292,0.13082437275985664,0.49743589743589745,7966,13997,359,0.7661177071364739,6001,7833,5020,,,470,2.7523146593083747,pass,[],[]
C,C-75-POW-FULL-R3,full,POWER,B0,75,3,1.0,1.0,1.0,1.0,1.0,1.0,13684,13684,359,1.0,9623,9623,3342,,,470,0.13531526648934852,pass,[],[]
C,C-75-POW-DET-R3,deterministic_program,POWER,B0,75,3,0.4380842087848457,0.8761684175696914,0.0,0.8670520231213873,0.0,0.47692307692307695,11824,13835,359,0.8861029907803013,7881,8894,4070,,,470,0.004326801506574563,not_applicable,[],[]
C,C-100-IND-DET-R3,deterministic_program,INDUSTRIAL,B0,100,3,0.44919618655949156,0.8983923731189831,0.0,0.552112676056338,0.0,0.3852140077821012,97672,109165,3775,0.9315462036434928,95980,103033,10138,,,4046,0.0021191385422545074,not_applicable,[],[]
C,C-100-IND-FULL-R3,full,INDUSTRIAL,B0,100,3,1.0,1.0,1.0,1.0,1.0,1.0,109067,109067,3775,1.0,110573,110573,2588,,,4046,0.025143181187092883,pass,[],[]
C,C-100-IND-GEN-R3,generic_tool_agent,INDUSTRIAL,B0,100,3,0.28492382465650995,0.5698476493130199,0.0,0.015384615384615385,0.0,0.12062256809338522,61930,109070,3775,0.7913424453616619,93562,118232,11978,,,4046,0.2518925464861588,pass,[],[]
C,C-100-POW-FULL-R3,full,POWER,B0,100,3,1.0,1.0,1.0,1.0,1.0,1.0,17974,17974,464,1.0,12532,12532,4430,,,615,0.13691221632847062,pass,[],[]
C,C-100-POW-GEN-R3,generic_tool_agent,POWER,B0,100,3,0.14274891091609318,0.28549782183218636,0.0,0.01515151515151515,0.0,0.7674418604651163,5875,17980,464,0.0917694542544493,5275,57481,7182,,,615,2.304340374186953,pass,[],[]
C,C-100-POW-DET-R3,deterministic_program,POWER,B0,100,3,0.4386324894248374,0.8772649788496748,0.0,0.8695652173913044,0.0,0.46511627906976744,15535,18176,464,0.8857808857808858,10260,11583,5378,,,615,0.012745125066655559,not_applicable,[],[]
D,D-IND-W_O_COMPLETE_TRACE,w_o_complete_trace,INDUSTRIAL,B0,100,1,1.0,1.0,1.0,1.0,1.0,1.0,109067,109067,3775,1.0,110573,110573,2588,,,4046,0.029076759525957077,pass,[],[]
D,D-IND-AGENT_MANAGED_ADMISSION,agent_managed_admission,INDUSTRIAL,B0,100,1,0.7076293845886799,0.9974016263202169,0.41785714285714287,0.957169459962756,0.8540856031128404,0.6147859922178989,107890,109130,3775,0.991005437286886,107534,108510,4540,,,4046,0.04680939494760282,pass,[],[]
D,D-IND-W_O_EXECUTABLE_RULE_GATE,w_o_executable_rule_gate,INDUSTRIAL,B0,100,1,0.5678944232598306,0.6039536405271521,0.5318352059925093,0.8159645232815965,0.7889492753623188,0.6848249027237354,66015,109118,3775,0.4273367506531782,47269,110613,2620,,,4046,0.09465210988210815,pass,[],[]
D,D-IND-FULL,full,INDUSTRIAL,B0,100,1,1.0,1.0,1.0,1.0,1.0,1.0,109067,109067,3775,1.0,110573,110573,2588,,,4046,0.0234309236488079,pass,[],[]
D,D-IND-W_O_CALCULATION_ITEM_STRUCTURE,w_o_calculation_item_structure,INDUSTRIAL,B0,100,1,0.835797738106365,0.6715954762127302,1.0,1.0,1.0,1.0,73931,109067,3775,0.6786835415554691,75021,110539,2620,,,4046,0.02475319130006543,pass,[],"[""FAILED_STAGE_ATTEMPT_IGNORED""]"
D,D-POW-W_O_EXECUTABLE_RULE_GATE,w_o_executable_rule_gate,POWER,B0,100,1,0.4189840922119358,0.6851442641580908,0.15282392026578073,0.7136752136752136,0.4620758483033932,0.3449612403100775,11403,18090,464,0.6455676271453314,8200,12702,4430,,,615,0.43243856212839754,pass,[],[]
D,D-POW-W_O_COMPLETE_TRACE,w_o_complete_trace,POWER,B0,100,1,1.0,1.0,1.0,1.0,1.0,1.0,17974,17974,464,1.0,12532,12532,4430,,,615,0.1456973117887898,pass,[],"[""NONEXISTENT_TOOL_CALL_NOT_EXECUTED""]"
D,D-POW-W_O_CALCULATION_ITEM_STRUCTURE,w_o_calculation_item_structure,POWER,B0,100,1,0.8893814502618647,0.7903908075004735,0.9883720930232558,0.9980582524271845,0.9961089494163424,0.9961240310077519,14643,17974,464,0.7160868177465688,8974,12532,4430,,,615,0.13118205365849794,pass,[],[]
D,D-POW-AGENT_MANAGED_ADMISSION,agent_managed_admission,POWER,B0,100,1,0.5026671685724394,0.8166550918618599,0.18867924528301888,0.6881188118811881,0.6414868105515588,0.9728682170542635,14822,18033,464,0.6551866648298664,4756,7259,9436,,,615,0.22824199396920034,pass,[],"[""NONEXISTENT_TOOL_CALL_NOT_EXECUTED""]"
D,D-POW-FULL,full,POWER,B0,100,1,1.0,1.0,1.0,1.0,1.0,1.0,17974,17974,464,1.0,12532,12532,4430,,,615,0.10495313211378256,pass,[],[]
