source_id,target,pollutant,status,method,activity_value,activity_unit,parameter_value,parameter_unit,control_method,control_efficiency,generation_t,emission_t,standard_reference,reason_code
SRC-PWR-000016,POWER,NOx,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,41.0,5.125,既有专家主导型清单编制流程,
SRC-PWR-000016,POWER,CO,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,13.0,13.0,既有专家主导型清单编制流程,
SRC-PWR-000016,POWER,VOC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.3,0.3,既有专家主导型清单编制流程,
SRC-PWR-000016,POWER,PM10,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.3,0.3,既有专家主导型清单编制流程,
SRC-PWR-000016,POWER,PM2.5,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000016,POWER,BC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000016,POWER,OC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.2,0.2,既有专家主导型清单编制流程,
SRC-PWR-000016,POWER,NH3,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,SO2,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.03,0.03,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,NOx,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,41.0,5.125,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,CO,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,13.0,13.0,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,VOC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.3,0.3,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,PM10,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.3,0.3,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,PM2.5,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,BC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,OC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.2,0.2,既有专家主导型清单编制流程,
SRC-PWR-000017,POWER,NH3,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,SO2,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.03,0.03,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,NOx,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,41.0,5.125,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,CO,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,13.0,13.0,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,VOC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.3,0.3,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,PM10,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.3,0.3,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,PM2.5,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,BC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,OC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.2,0.2,既有专家主导型清单编制流程,
SRC-PWR-000018,POWER,NH3,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,SO2,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.03,0.03,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,NOx,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,41.0,5.125,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,CO,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,13.0,13.0,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,VOC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.3,0.3,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,PM10,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.3,0.3,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,PM2.5,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,BC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,OC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.2,0.2,既有专家主导型清单编制流程,
SRC-PWR-000019,POWER,NH3,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,SO2,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.175258656,0.175258656,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,NOx,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,898.2006119999998,314.3702141999999,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,CO,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,284.795316,284.795316,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,VOC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,6.5721995999999985,6.5721995999999985,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,PM10,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,6.5721995999999985,6.5721995999999985,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,PM2.5,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,BC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,OC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,4.381466400000001,4.381466400000001,既有专家主导型清单编制流程,
SRC-PWR-000020,POWER,NH3,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,SO2,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.124633904,0.124633904,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,NOx,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,638.748758,223.56206529999997,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,CO,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,202.530094,202.530094,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,VOC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,4.6737714,4.6737714,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,PM10,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,4.6737714,4.6737714,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,PM2.5,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,BC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,OC,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,3.1158476,3.1158476,既有专家主导型清单编制流程,
SRC-PWR-000021,POWER,NH3,calculated,expert_excel_workbook,,,,,既有专家主导型工作簿,,0.0,0.0,既有专家主导型清单编制流程,
