源ID,源类,基102原表行号,工业设备字段,电站设备字段,当前取用治理类别,原设备对应治理类别,当前类别候选数,原设备类别候选数,归属,修正后排放量,SO2_当前终态,SO2_当前排放量_t,NOx_当前终态,NOx_当前排放量_t,PM10_当前终态,PM10_当前排放量_t,PM2.5_当前终态,PM2.5_当前排放量_t,BC_当前终态,BC_当前排放量_t,OC_当前终态,OC_当前排放量_t,NH3_当前终态,NH3_当前排放量_t
SRC-RAW-B2CE19CB3088CFD86FEA,工业锅炉,5099,,燃煤锅炉,GYGL,DZGL,0,4,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,471.263562,calculated,702.0351,calculated,5565.87828,calculated,1948.057398,calculated,11.688344388,calculated,0,calculated,0
SRC-RAW-2E9E05DFFB0A9E979458,工业锅炉,5100,,燃煤锅炉,GYGL,DZGL,0,4,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,669.71058,calculated,997.659,calculated,7909.6452,calculated,2768.37582,calculated,16.61025492,calculated,0,calculated,0
SRC-RAW-0A6B927685F1B970E328,工业锅炉,5101,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,61.18083216,calculated,175.4450334,calculated,232.12727496,calculated,81.244546236,calculated,0.487467277416,calculated,0,calculated,0
SRC-RAW-7DA4AB14ECE8FBC63033,工业锅炉,5102,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,175.3078896,calculated,502.721154,calculated,665.1387576,calculated,232.79856516,calculated,1.39679139096,calculated,0,calculated,0
SRC-RAW-7F52A95A4890A1EB072F,工业锅炉,5103,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,150.5323956,calculated,431.6737815,calculated,571.1376186,calculated,199.89816651,calculated,1.19938899906,calculated,0,calculated,0
SRC-RAW-79514104FF4410E2ACCE,工业锅炉,5118,,燃煤锅炉,GYGL,DZGL,0,4,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,679.6806839,calculated,410.765925,calculated,1338.11107728,calculated,468.338877048,calculated,2.810033262288,calculated,0,calculated,0
SRC-RAW-E76E5835E7948598F022,工业锅炉,5119,,燃煤锅炉,GYGL,DZGL,0,4,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,1143.4026719,calculated,691.016925,calculated,2251.05673488,calculated,787.869857208,calculated,4.727219143248,calculated,0,calculated,0
SRC-RAW-7FC935BB576D21E41E10,工业锅炉,5126,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,417.9164094,calculated,877.97565,calculated,1135.04692032,calculated,397.266422112,calculated,2.383598532672,calculated,0,calculated,0
SRC-RAW-F22E014C8797D75ADE2E,工业锅炉,5129,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,198.24196825,calculated,272.87423865,calculated,313.45553568,calculated,109.709437488,calculated,0.658256624928,calculated,0,calculated,0
SRC-RAW-E3EB357DFCE369228D1F,工业锅炉,5130,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,259.8970965,calculated,357.7407093,calculated,410.94317376,calculated,143.830110816,calculated,0.862980664896,calculated,0,calculated,0
SRC-RAW-7B30B2EFD71E14AA8800,工业锅炉,5131,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,121.3050045,calculated,166.9727709,calculated,191.80461888,calculated,67.131616608,calculated,0.402789699648,calculated,0,calculated,0
SRC-RAW-B3A968F9A7CA8F82E5E4,工业锅炉,5132,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,744.62031075,calculated,1024.94795715,calculated,1177.37611488,calculated,412.081640208,calculated,2.472489841248,calculated,0,calculated,0
SRC-RAW-977479FE6A4BF1C6BD2C,工业锅炉,5133,,燃煤锅炉,GYGL,DZGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,844.995047,calculated,1163.1108294,calculated,1336.08628608,calculated,467.630200128,calculated,2.805781200768,calculated,0,calculated,0
SRC-RAW-83606CB9C6946165F3B0,火电热力,5472,燃生物质锅炉,,DZGL,GYGL,0,1,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,not_involved,,not_involved,,not_involved,,not_involved,,not_involved,,not_involved,,calculated,0
SRC-RAW-A7399E9858AC87EEEF48,火电热力,5473,燃生物质锅炉,,DZGL,GYGL,0,1,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,not_involved,,not_involved,,not_involved,,not_involved,,not_involved,,not_involved,,calculated,0
SRC-RAW-DEF5DB5EE0A1EC4F7517,火电热力,5737,燃煤锅炉,,DZGL,GYGL,0,3,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,calculated,130.7844,calculated,75.0087,calculated,312.34392,calculated,75.39336,calculated,0.15078672,calculated,0,calculated,0
SRC-RAW-7C0D50F41C0089E1F6B6,工业锅炉,5873,,燃气锅炉,GYGL,DZGL,0,1,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,calculated,0
SRC-RAW-016884A74403910FC27F,工业锅炉,5874,,燃气锅炉,GYGL,DZGL,0,1,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,calculated,0
SRC-RAW-258AE3A549E690AEC3AD,工业锅炉,5875,,燃气锅炉,GYGL,DZGL,0,1,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,calculated,0
SRC-RAW-C10F0726975682FC90DC,工业锅炉,5876,,燃气锅炉,GYGL,DZGL,0,1,参照生成器、专业引擎及确定性脚本的治理关联实现,尚未核定，不能用候选数量直接推算,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,information_insufficient,,calculated,0
