experiment,run_id,method,target,input_variant,scale_percent,repetition,D,D_regular,D_exception,D_exception_detection_f1,D_root_cause_macro_jaccard,D_exception_disposition_accuracy,N,N_passed,N_applicable,N_NA,E,EICPI_core_0_100,record_count,seconds_per_record,method_boundary_status,method_boundary_failures,method_boundary_warnings,结果用途
C,C-100-IND-FULL-R1,full,INDUSTRIAL,B0,100,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110573,110573,2588,,,4046,0.022750444904342547,pass,[],[],机器实验结果
C,C-100-IND-DET-R1,deterministic_program,INDUSTRIAL,B0,100,1,0.44919618655949156,0.8983923731189831,0.0,0.552112676056338,0.0,0.3852140077821012,0.8679334014632867,95970,110573,2588,,,4046,0.0021242766104723975,not_applicable,[],[],机器实验结果
C,C-100-POW-GEN-R1,generic_tool_agent,POWER,B0,100,1,0.2943826693122445,0.5849485447313593,0.003816793893129771,0.022641509433962263,0.5,0.4573643410852713,0.5479572294924993,6867,12532,4430,,,615,2.557852600000011,pass,[],[],机器实验结果
C,C-100-POW-FULL-R1,full,POWER,B0,100,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12532,12532,4430,,,615,0.0959635260846178,pass,[],[],机器实验结果
C,C-100-POW-DET-R1,deterministic_program,POWER,B0,100,1,0.4386324894248374,0.8772649788496748,0.0,0.8695652173913044,0.0,0.46511627906976744,0.8186243217363549,10259,12532,4430,,,615,0.01299827411871146,not_applicable,[],[],机器实验结果
C,C-25-IND-FULL-R2,full,INDUSTRIAL,B0,25,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27751,27751,610,,,1014,0.05937508308677475,pass,[],[],机器实验结果
C,C-25-IND-GEN-R2,generic_tool_agent,INDUSTRIAL,B0,25,2,0.3200922413151826,0.6401844826303652,0.0,0.1904761904761905,0.3333333333333333,0.38596491228070173,0.5656568817675408,18075,31954,610,,,1014,0.9106744299388442,pass,[],[],机器实验结果
C,C-25-IND-DET-R2,deterministic_program,INDUSTRIAL,B0,25,2,0.4500111582236108,0.9000223164472216,0.0,0.5384615384615384,0.0,0.3684210526315789,0.869302007134878,24124,27751,610,,,1014,0.0010230692386621687,not_applicable,[],[],机器实验结果
C,C-25-POW-DET-R2,deterministic_program,POWER,B0,25,2,0.44047291723948306,0.8809458344789661,0.0,0.888888888888889,0.0,0.5538461538461539,0.8174037089871612,2292,2804,1186,,,145,0.00617232557249673,not_applicable,[],[],机器实验结果
C,C-25-POW-FULL-R2,full,POWER,B0,25,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2804,2804,1186,,,145,0.4059514451169826,pass,[],[],机器实验结果
C,C-25-POW-GEN-R2,generic_tool_agent,POWER,B0,25,2,0.15878471267528182,0.31756942535056365,0.0,0.08695652173913043,0.16666666666666666,0.9692307692307692,0.8174037089871612,2292,2804,1186,,,145,6.478143514082607,fail,"[""GENERIC_ACCESSED_PATH_OUTSIDE_RUN_PACKAGE""]",[],机器实验结果
C,C-50-IND-DET-R2,deterministic_program,INDUSTRIAL,B0,50,2,0.4492314293176137,0.8984628586352273,0.0,0.5402298850574713,0.0,0.36220472440944884,0.8680141613381019,48055,55362,1302,,,2026,0.0009093370760017813,not_applicable,[],[],机器实验结果
C,C-50-IND-FULL-R2,full,INDUSTRIAL,B0,50,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55362,55362,1302,,,2026,0.037171734307991686,pass,[],"[""NONEXISTENT_TOOL_CALL_NOT_EXECUTED""]",机器实验结果
C,C-50-IND-GEN-R2,generic_tool_agent,INDUSTRIAL,B0,50,2,0.290970697194315,0.5741894564041339,0.007751937984496124,0.045454545454545456,0.3333333333333333,0.36220472440944884,0.7381187575458237,47075,63777,1302,,,2026,0.5856761545123454,pass,[],[],机器实验结果
C,C-50-POW-FULL-R2,full,POWER,B0,50,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6296,6296,2200,,,308,0.17926586810053424,pass,[],[],机器实验结果
