source_id,target,human_scope_decision,human_workbook_row,mapping_method,raw_base102_row,raw_base102_sequence,inventory_year,pseudonymous_entity_id,industry_code,target_equipment_value,enterprise_master_present,enterprise_control_row_count
SRC-RAW-305E3ACE4CBBC56F90B0,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3006,23,2022,CREDIT-522E70BC0CC7,1340,,True,4
SRC-RAW-A97C9F1808BD7284D614,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3007,24,2022,CREDIT-522E70BC0CC7,1340,,True,4
SRC-RAW-EA7E0D0B456A29AD7A45,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3008,21,2022,CREDIT-EA16BB20C7C1,1469,,True,2
SRC-RAW-EF5821C608C9C9FBA7F1,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3009,21,2022,CREDIT-F743A2856537,1340,,True,3
SRC-RAW-2B4DC6C201A5F47B78AB,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3010,22,2022,CREDIT-F743A2856537,1340,,True,3
SRC-RAW-D45CEEE71FD6B2F5181E,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3011,23,2022,CREDIT-F743A2856537,1340,,True,3
SRC-RAW-FA15EF72881FAF57430C,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3012,21,2022,CREDIT-527905036022,1340,,True,4
SRC-RAW-D417D8A505ECD1FBF0B0,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3013,22,2022,CREDIT-527905036022,1340,,True,4
SRC-RAW-42BEFDB1BE9DE6EA80A0,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3014,23,2022,CREDIT-527905036022,1340,,True,4
SRC-RAW-DFC2FBB9A7F286141CA8,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3015,24,2022,CREDIT-527905036022,1340,,True,4
SRC-RAW-BFBF572ECDF59EBBCCFB,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3016,21,2022,CREDIT-4D939A5B49F2,1340,,True,2
SRC-RAW-9CE9349AD7ECF3105D4E,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3017,22,2022,CREDIT-4D939A5B49F2,1340,,True,2
SRC-RAW-B7043F6456CFA98120D8,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3018,21,2022,CREDIT-0FF683FE996C,1340,,True,2
SRC-RAW-9D697DA4249FC37260AA,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3019,22,2022,CREDIT-0FF683FE996C,1340,,True,2
SRC-RAW-44ECDED3E6D2681BBC51,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3020,21,2022,CREDIT-1F093C7B05C3,1340,,True,1
SRC-RAW-2953231C15AE82889F9F,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3021,22,2022,CREDIT-1F093C7B05C3,1340,,True,1
SRC-RAW-9492DDE2949347B21785,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3022,23,2022,CREDIT-1F093C7B05C3,1340,,True,1
SRC-RAW-62665107ABDC6B9892A5,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3023,21,2022,CREDIT-820A667E2A22,2624,,True,3
SRC-RAW-96882F920510C07A7B88,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3024,21,2022,CREDIT-6129467E2A53,2022,,True,1
SRC-RAW-53040C110A1008962549,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3025,21,2022,CREDIT-E4AA0A177664,1453,,True,1
SRC-RAW-1A6572FA7D6E1162E1A9,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3026,21,2022,CREDIT-3B88BCEEA7F6,1361,,True,1
SRC-RAW-CC398659CAE09A082FF3,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3027,21,2022,ORG-9645063CFE7D,1340,,True,1
SRC-RAW-C3F12906C52953780482,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3028,22,2022,ORG-9645063CFE7D,1340,,True,1
SRC-RAW-4DA3B7FC87D7A79AAC6E,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3029,23,2022,ORG-9645063CFE7D,1340,,True,1
SRC-RAW-C12093B2630EA0A88C25,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3030,21,2022,CREDIT-7F8735898B1F,1453,,True,1
